price,beds,baths,sq_feet,furnishing,smoking,cats,dogs,availability_days,type_apartment,type_basement,type_duplex,type_house,type_townhouse,lease_term_months,location,location_avg_price
2801.0,2.0,2.0,800.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2311.0,1.0,1.0,600.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2316.0,1.0,1.0,600.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
3047.0,2.0,2.0,900.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
1896.67,1.0,1.0,600.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2259.0,1.0,1.0,600.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2293.0,1.0,1.0,600.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
1913.0,1.0,1.0,600.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2263.0,1.0,1.0,600.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
1805.0,1.0,1.0,500.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2814.0,2.0,2.0,800.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2817.0,2.0,2.0,800.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2270.0,1.0,1.0,600.0,1.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
3059.0,2.0,2.0,900.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2821.0,2.0,2.0,800.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2272.0,1.0,1.0,600.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2335.0,1.0,1.0,600.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
2274.0,1.0,1.0,600.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
1919.0,1.0,1.0,600.0,0.0,0.0,1,1,0,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
1805.0,1.0,1.0,600.0,0.0,0.0,1,1,44,1,0,0,0,0,12,"calgary, alberta",2288.860828212664
