rentfaster_id,city,province,address,latitude,longitude,type,price,beds,baths,sq_feet,furnishing,smoking,cats,dogs,lease_term_months,availability_days
524138,Calgary,Alberta,1805 26 AVE SW,51.030329,-114.1024909,apartment,2200.0,2.0,1.0,850.0,0,0,0,0,12,0
569327,Calgary,Alberta,738 3 Ave SW,51.0508547,-114.077663,apartment,3500.0,2.0,1.0,780.0,1,0,0,0,3,0
88209,Calgary,Alberta,34 Cranberry place SE,50.8846986,-113.9725028,basement,1479.0,1.0,1.0,700.0,0,0,1,1,12,0
570203,Calgary,Alberta,4641 128 Avenue Northeast,51.1645274,-113.9559571,apartment,2095.0,2.0,2.0,835.0,2,0,1,0,12,0
491734,Calgary,Alberta,84 Prestwick Manor Southeast (Carriage House 84-G),50.9240055,-113.9703405,apartment,1600.0,1.0,1.0,530.0,0,0,0,0,12,0
568440,Calgary,Alberta,1122 3 Street Southeast,51.0418958,-114.0554583,apartment,2650.0,1.0,1.0,500.0,1,0,0,0,6,0
475031,Calgary,Alberta,720 2 Avenue Northwest,51.0579579,-114.0787662,apartment,1750.0,2.0,1.0,950.0,0,0,0,0,12,0
473054,Calgary,Alberta,5601 Dalton Dr NW,51.1024295,-114.1483396,apartment,2200.0,2.0,1.0,795.0,1,0,0,0,6,0
534439,Calgary,Alberta,Banff Trail,51.0809597,-114.1182116,apartment,1000.0,1.0,1.0,1000.0,1,0,0,0,12,0
555795,Calgary,Alberta,1433 7 Street Northwest,51.0651235,-114.0789443,house,3200.0,4.0,2.5,1800.0,0,0,0,0,12,0
569453,Calgary,Alberta,8511 47 Avenue Northwest,51.0947875,-114.2087579,house,2000.0,2.0,1.0,1008.0,0,0,1,1,12,0
295722,Calgary,Alberta,Auburn Bay Blvd SE,50.886393440613,-113.952139375024,house,2250.0,2.0,2.5,1404.0,0,0,0,0,12,0
68862,Calgary,Alberta,2701 - 16 Ave SE,51.040134552988,-113.998678539553,basement,1850.0,2.0,1.0,1100.0,0,0,1,0,12,0
80245,Calgary,Alberta,Banff Trail,51.07681,-114.11116,house,2400.0,2.0,1.0,1150.0,0,0,0,0,12,0
567455,Calgary,Alberta,1011 2 Avenue Northwest,51.0545303,-114.0835523,house,2300.0,2.0,1.0,650.0,0,0,0,0,6,0
516767,Calgary,Alberta,Sunnyside,51.0579714,-114.0798927,apartment,1600.0,1.0,1.0,570.0,0,0,1,0,3,0
568223,Calgary,Alberta,Seton,50.8705825,-113.9455668,house,2200.0,3.0,2.5,1697.0,0,0,0,0,12,0
519889,Calgary,Alberta,Redstone,51.1657884,-113.9625447,townhouse,2400.0,3.0,3.5,1070.0,0,0,0,0,12,0
566381,Calgary,Alberta,10 Dover Point Southeast,51.0174255,-113.9981144,apartment,1300.0,1.0,1.0,1041.0,0,0,1,1,6,0
565067,Calgary,Alberta,Cityscape,51.1441246,-113.9479259,duplex,2500.0,3.0,2.5,1731.0,0,0,0,0,12,0
568985,Calgary,Alberta,Richmond/Knob Hill,51.0351555,-114.1101074,basement,2200.0,2.0,1.0,740.0,1,0,1,1,3,0
493274,Calgary,Alberta,McKenzie Lake,50.9309271,-113.9811459,house,2225.0,4.0,2.0,1300.0,0,0,1,0,12,0
570140,Calgary,Alberta,335 Creekside Boulevard,50.8592575,-114.0636635,townhouse,2595.0,3.0,2.5,1600.0,0,0,1,1,12,0
502285,Calgary,Alberta,1138 20 Ave NW,51.0706865,-114.0869566,duplex,1850.0,2.0,1.0,1000.0,0,0,0,0,12,0
333129,Calgary,Alberta,290 Shawville Way Southeast,50.9006863,-114.0683866,apartment,2100.0,2.0,2.0,890.0,0,0,1,0,12,0
568596,Calgary,Alberta,170 Haskayne Drive Northwest,51.1094333,-114.273962,basement,1500.0,1.0,1.0,632.0,0,0,0,0,12,0
527321,Calgary,Alberta,Dover,51.0269787,-113.9698015,duplex,1990.0,4.0,2.0,996.0,0,0,1,0,12,0
520121,Calgary,Alberta,100 Cranfield Common Southeast,50.886048,-113.9797612,apartment,2000.0,2.0,2.0,918.6,0,0,0,0,12,0
400897,Calgary,Alberta,Mahogany,50.89159,-113.9075,basement,1300.0,1.0,1.0,650.0,0,0,0,0,12,0
567093,Calgary,Alberta,86 Magnolia View Southeast,50.886584,-113.90825,basement,1800.0,2.0,1.0,605.0,0,0,1,1,12,0
570065,Calgary,Alberta,322 6 Avenue Northeast,51.0582183,-114.0562727,apartment,1650.0,1.0,1.0,500.0,0,0,0,0,12,0
570102,Calgary,Alberta,Haskayne Dr NW,51.1092966,-114.2724929,basement,1500.0,1.0,1.0,700.0,0,0,0,0,12,0
553790,Calgary,Alberta,1033 12 Avenue Southwest,51.0418346,-114.0860262,apartment,2050.0,2.0,1.0,750.0,0,0,0,0,12,0
570100,Calgary,Alberta,Haskayne Dr NW,51.1092966,-114.2724929,duplex,2500.0,3.0,2.5,1580.0,0,0,0,0,12,0
568280,Calgary,Alberta,2908 Rundlelawn Road Northeast,51.0795173,-113.9755632,house,2995.0,4.0,2.0,2200.0,0,0,0,0,12,0
562064,Calgary,Alberta,305 Herron Mews NE,51.1882363,-114.0498986,basement,1400.0,1.0,1.0,657.0,0,0,0,0,12,0
562421,Calgary,Alberta,Kingsland,50.9830966,-114.0763381,house,2650.0,6.0,2.0,991.0,0,0,0,0,12,0
570022,Calgary,Alberta,Cornerstone Way NE,51.1506471,-113.9345731,house,2800.0,3.0,2.5,1650.0,1,0,0,0,12,0
569297,Calgary,Alberta,Nolan Hill,51.1755799,-114.159085364418,house,2400.0,3.0,2.5,1600.0,0,0,0,0,12,0
569125,Calgary,Alberta,913 Auburn Bay Square SE,50.8847372,-113.9551941,townhouse,2100.0,2.0,1.0,720.0,0,0,1,1,12,0
559723,Calgary,Alberta,Creekside Blvd SW,50.859199017784,-114.063452656622,townhouse,2650.0,4.0,2.5,1570.0,0,0,0,0,12,0
534747,Calgary,Alberta,1188 3 Street Southeast,51.0415203,-114.055738,apartment,7000.0,2.0,2.5,2619.0,1,0,0,0,12,0
565191,Calgary,Alberta,3130 Thirsk Street NW,51.0793391,-114.1467996,apartment,2600.0,2.0,2.5,1100.0,0,0,0,0,12,0
536596,Calgary,Alberta,20913 Main Street Southeast,50.8742928,-113.9516713,house,2400.0,3.0,2.5,1640.0,0,0,0,0,12,0
569442,Calgary,Alberta,100 Cranfield Common Southeast,50.8857069,-113.979649,apartment,2350.0,2.0,2.0,919.0,0,0,1,1,12,0
568834,Calgary,Alberta,222 11 Avenue Northeast,51.062647,-114.0587253,house,2400.0,3.0,1.0,1120.0,0,0,1,0,12,0
548518,Calgary,Alberta,255 Lucas Terrace Northwest,51.190550209987,-114.080942342992,apartment,800.0,1.0,1.5,2700.0,1,0,0,0,6,0
569559,Calgary,Alberta,47 Beddington Rise Northeast,51.1306683,-114.0668589,house,2700.0,3.0,1.5,1262.0,0,0,0,1,12,0
38743,Calgary,Alberta,1088 6th Ave SW,51.048390074316,-114.08564635893,apartment,2900.0,2.0,2.0,1160.0,0,0,1,1,12,0
298547,Calgary,Alberta,55 Spruce Place SW,51.0431391,-114.1374006,apartment,3000.0,2.0,2.0,1300.0,1,0,0,0,12,0
567854,Calgary,Alberta,Penbrooke Meadows,51.0514063,-113.9383355,basement,1300.0,2.0,1.0,700.0,0,0,0,0,6,0
569858,Calgary,Alberta,550 Riverfront Ave SE,51.0473453,-114.0502366,apartment,1700.0,0.0,1.0,415.0,0,0,0,0,12,0
548368,Calgary,Alberta,Belmont,50.8701133,-114.0659844,basement,1750.0,2.0,1.0,805.0,1,0,0,0,12,0
529380,Calgary,Alberta,Beltline,51.0396159,-114.0744958,apartment,1400.0,1.0,1.0,500.0,0,0,0,0,12,0
566293,Calgary,Alberta,70 Panamount Drive Northwest,51.1580637,-114.072198,apartment,2600.0,2.0,2.0,840.0,0,0,0,0,12,0
569267,Calgary,Alberta,30 Hidden Creek Manor Northwest,51.1612571,-114.1063239,basement,1600.0,1.0,1.0,970.0,2,0,0,0,12,0
569821,Calgary,Alberta,Mahogany,50.8889018,-113.9103481,basement,1500.0,2.0,1.0,615.0,0,0,0,0,3,0
480307,Calgary,Alberta,Point McKay Crescent NW,51.0618763,-114.1471911,apartment,2600.0,2.0,1.5,990.0,0,0,1,1,12,0
569857,Calgary,Alberta,740 Legacy Village Road Southeast,50.8599955,-114.0278348,apartment,2400.0,3.0,2.0,883.0,0,0,0,0,12,0
368538,Calgary,Alberta,1008 14 Ave SW,51.0403577,-114.0845724,apartment,1840.0,1.0,1.0,378.0,0,0,1,1,12,0
569990,Calgary,Alberta,46 Mountain Park Drive Southeast,50.9127893,-113.9918596,house,4500.0,5.0,3.5,26001200.0,0,0,0,0,12,0
567670,Calgary,Alberta,Discovery Ridge,51.0158471,-114.214474,apartment,880.0,2.0,1.0,750.0,2,0,0,0,3,0
558034,Calgary,Alberta,151 Legacy Main Street Southeast,50.8605576,-114.0235659,apartment,2200.0,2.0,2.0,893.0,0,0,1,1,12,0
132956,Calgary,Alberta,2224 32 Ave SW,51.0251204,-114.1132533,basement,1100.0,1.0,1.0,750.0,0,0,1,0,12,0
552808,Calgary,Alberta,1451 2 Street Northeast,51.06472,-114.05779,basement,1675.0,1.0,1.0,600.0,0,0,0,1,12,0
524777,Calgary,Alberta,4641 128 Ave NE,51.1651584,-113.9567176,apartment,1650.0,1.0,1.0,520.0,0,0,1,1,12,0
561928,Calgary,Alberta,1119 Seton Circle Southeast,50.8771134,-113.9599869,duplex,2250.0,3.0,2.5,1500.0,0,0,0,0,12,0
555510,Calgary,Alberta,609 24 Avenue Northwest,51.074063,-114.0744358,house,2200.0,2.0,1.0,1400.0,0,0,0,0,12,0
338557,Calgary,Alberta,1543 34 Ave SW,51.0230615,-114.0970589,apartment,1800.0,2.0,1.0,850.0,0,0,0,0,12,0
502709,Calgary,Alberta,706 15th Ave SW,51.0392516,-114.0772623,apartment,1900.0,1.0,1.0,450.0,1,0,0,0,12,0
569757,Calgary,Alberta,Belmont,50.8741643,-114.0643873,duplex,2600.0,3.0,2.5,1400.0,0,0,0,0,12,0
567554,Calgary,Alberta,Carrington,51.1776001,-114.0874035,basement,1700.0,2.0,1.0,950.0,0,0,0,0,12,0
569690,Calgary,Alberta,3932 University Avenue Northwest,51.07855,-114.1439,apartment,1800.0,1.0,1.0,545.0,0,0,1,1,12,0
454219,Calgary,Alberta,120 23 Avenue Northeast,51.077515700639,-114.05854308728,apartment,1800.0,2.0,1.0,650.0,2,0,0,0,12,0
569738,Calgary,Alberta,Evergreen,50.916091694074,-114.108616583606,basement,1100.0,1.0,1.0,800.0,1,0,0,0,6,0
567296,Calgary,Alberta,21 Herron Mews NE,51.189408,-114.0498012,basement,1300.0,1.0,1.0,500.0,0,0,0,0,12,0
501629,Calgary,Alberta,1309B 18AVe NW,51.0685786,-114.0904628,apartment,700.0,1.0,1.0,800.0,1,0,0,0,12,0
569718,Calgary,Alberta,Brightoncrest Green SE,50.9247909,-113.9414345,basement,1500.0,2.0,1.0,900.0,0,0,0,0,12,0
291331,Calgary,Alberta,210 15 Ave SE,51.0386245,-114.0603557,apartment,5000.0,2.0,2.5,2200.0,1,0,0,0,6,0
399448,Calgary,Alberta,217 Kincora Heights Northwest,51.1572947,-114.1316951,house,2850.0,3.0,2.5,1850.0,0,0,0,0,12,0
555146,Calgary,Alberta,1320 1 St SE,51.039752494,-114.060494628,apartment,2600.0,2.0,2.0,870.0,0,0,1,1,12,0
98281,Calgary,Alberta,2304 2 Avenue NW,51.0546398,-114.1132385,basement,1400.0,1.0,1.0,750.0,0,0,0,0,12,0
569470,Calgary,Alberta,Redstone,51.169712231746,-113.966984830688,basement,1600.0,2.0,1.0,780.0,0,0,0,0,12,0
556755,Calgary,Alberta,Citadel,51.142571,-114.1689978,apartment,780.0,1.0,1.0,1200.0,1,0,0,0,3,0
569500,Calgary,Alberta,Harvest Hills Way NE,51.149902,-114.0459373,apartment,2190.0,2.0,2.0,855.0,0,0,0,0,12,0
532581,Calgary,Alberta,3815 Vancouver Crescent Northwest,51.0909799,-114.143214,house,2700.0,3.0,1.0,1200.0,0,0,0,0,12,0
567671,Calgary,Alberta,16720 24 Street Southwest,50.9027022,-114.1166653,house,4000.0,3.0,2.5,2460.0,0,0,1,1,12,0
501799,Calgary,Alberta,305 Sage Meadows Park NW,51.180506990391,-114.13187209303,basement,1599.0,2.0,1.0,1000.0,0,0,0,0,12,0
568133,Calgary,Alberta,Legacy,50.8524414,-114.002021,house,2475.0,4.0,3.0,1800.0,0,0,0,1,3,0
569451,Calgary,Alberta,131 Woodglen Road Southwest,50.946394987429,-114.121114084656,house,3200.0,4.0,3.0,1254.0,0,0,0,0,12,0
566003,Calgary,Alberta,333 Garry Crescent NE,51.096421,-114.0572119,apartment,2350.0,2.0,2.0,1100.0,0,0,0,0,12,0
569605,Calgary,Alberta,200 Seton Circle Southeast,50.8705656,-113.9568435,apartment,1945.0,2.0,1.0,630.0,0,0,0,0,12,0
358752,Calgary,Alberta,450 8 Ave SE,51.0454105,-114.053745,apartment,1950.0,2.0,1.0,426.0,1,0,0,0,12,0
561041,Calgary,Alberta,8445 Broadcast Avenue Southwest,51.0645355,-114.2088829,apartment,2900.0,2.0,2.0,1030.0,0,0,0,0,6,0
567362,Calgary,Alberta,39 Hidden Creek Place Northwest,51.1557043,-114.1057115,townhouse,2190.0,2.0,2.0,1065.0,0,0,0,0,6,0
569639,Calgary,Alberta,1122 3 Street  SE,51.0418958,-114.0554583,apartment,2500.0,1.0,1.0,500.0,1,0,0,0,12,0
566870,Calgary,Alberta,814 Memorial Drive Northwest,51.055631,-114.0786236,townhouse,5995.0,3.0,3.5,3000.0,1,0,0,0,3,0
569675,Calgary,Alberta,1719 11 Avenue Southwest,51.0431857,-114.1005262,apartment,2100.0,2.0,1.0,1050.0,0,0,1,1,12,0
498362,Calgary,Alberta,1313 20 Avenue Northwest,51.0703414,-114.0906644,basement,1400.0,1.0,1.0,500.0,0,0,0,0,12,0
521083,Calgary,Alberta,11001 Sacramento Drive Southwest,50.9551386,-114.079349,house,2300.0,3.0,1.0,1126.0,0,0,0,0,12,0
484607,Calgary,Alberta,Briar Hill,51.0656351,-114.1074878,house,3000.0,3.0,2.0,11001100.0,0,0,1,0,12,0
564631,Calgary,Alberta,271 Seton Villas SE,50.8636912,-113.9492969,house,2000.0,2.0,1.5,1000.0,0,0,0,0,12,0
118434,Calgary,Alberta,502 58 Ave SW,51.0015146,-114.0738689,apartment,1680.0,2.0,1.0,907.0,0,0,0,0,12,0
458343,Calgary,Alberta,103 Chapalina Crescent Southeast,50.8869432,-114.0492321,apartment,700.0,5.0,3.0,1777.0,1,0,0,0,12,0
535779,Calgary,Alberta,120 18 Ave SW,51.0371998,-114.0641308,apartment,3200.0,1.0,1.0,650.0,1,0,1,1,6,0
525100,Calgary,Alberta,McKenzie Lake,50.9044529,-113.979562,house,1900.0,3.0,1.5,1100.0,1,2,0,0,12,0
567712,Calgary,Alberta,107 Ranchero Place Northwest,51.1226457,-114.1892366,house,2349.0,3.0,2.0,1400.0,0,0,1,1,12,0
566565,Calgary,Alberta,Sage Hill,51.1752629,-114.1465922,house,3600.0,4.0,3.5,2700.0,1,0,0,0,6,0
569545,Calgary,Alberta,Carrington,51.1789693,-114.0885777,basement,1500.0,2.0,1.0,700.0,0,0,0,0,12,0
540353,Calgary,Alberta,Citadel,51.147667288227,-114.186164407935,apartment,775.0,1.0,1.0,1500.0,2,2,0,0,6,0
490755,Calgary,Alberta,Springbank Hill,51.0280957,-114.1950801,house,26500.0,8.0,7.5,11700.0,0,0,1,1,6,0
569509,Calgary,Alberta,430 Tuscany Ridge Heights Northwest,51.1285504,-114.2554484,house,3200.0,3.0,3.5,1700.0,0,0,0,0,12,0
541789,Calgary,Alberta,51 Waterfront Mews SW,51.0530356,-114.0661001,apartment,3400.0,2.0,2.0,923.0,0,0,1,1,12,0
535948,Calgary,Alberta,42 Cranbrook Gardens Southeast,50.8623447,-113.971482,apartment,1850.0,1.0,1.0,628.0,0,0,0,0,12,0
561784,Calgary,Alberta,West Springs,51.054383704619,-114.191854707576,apartment,1300.0,2.0,1.5,2400.0,1,0,0,0,12,0
569434,Calgary,Alberta,3109 42 Street Southwest,51.0266137,-114.1485453,duplex,2000.0,2.0,1.0,850.0,0,0,1,1,12,0
111185,Calgary,Alberta,"102, 814 Memorial Drive NW",51.055595,-114.0785907,townhouse,5750.0,3.0,3.5,3000.0,1,0,0,0,6,0
507376,Calgary,Alberta,4641 128 Ave NE,51.1651584,-113.9567176,apartment,2250.0,2.0,2.0,1000.0,2,0,0,0,12,0
555177,Calgary,Alberta,Ambleton Dr NW,51.1861233,-114.1126203,house,2500.0,3.0,2.5,1717.0,0,0,0,0,12,0
568731,Calgary,Alberta,81 Legacy Boulevard Southeast,50.8621378,-114.0232746,apartment,2090.0,2.0,2.0,690.0,0,2,1,1,6,0
569314,Calgary,Alberta,404 Copperpond Landing,50.9254687,-113.9299873,townhouse,2500.0,3.0,2.5,1453.0,1,0,1,1,12,0
462009,Calgary,Alberta,Parkhill-Stanley Park,51.0188179,-114.0667682,house,2500.0,2.0,1.0,2000.0,2,0,0,0,6,0
568965,Calgary,Alberta,Coventry Hills,51.1732872,-114.0509618,basement,1600.0,2.0,1.0,2150.0,0,0,0,0,12,0
568132,Calgary,Alberta,1403 20 Avenue Northwest,51.0703943,-114.0926652,duplex,2250.0,3.0,1.5,1400.0,0,0,0,0,12,0
513987,Calgary,Alberta,12 Edgevalley Way Northwest,51.1320817,-114.1471864,house,3200.0,3.0,3.0,2600.0,0,0,1,1,12,0
518429,Calgary,Alberta,Millrise,50.9157473,-114.0761678,apartment,800.0,2.0,2.0,1400.0,1,0,0,0,3,0
516518,Calgary,Alberta,2624 Exshaw Road Northwest,51.0759032,-114.1104024,house,2590.0,3.0,2.0,1118.0,0,0,0,0,12,0
569129,Calgary,Alberta,380 Seton Villas Southeast,50.8653306,-113.9502655,townhouse,2400.0,2.0,2.5,1050.0,0,0,1,1,12,0
557849,Calgary,Alberta,3218 21 Street Southwest,51.025568224955,-114.111654506745,basement,1575.0,1.0,1.0,500.0,0,0,1,1,12,0
567953,Calgary,Alberta,681 Savanna Boulevard Northeast,51.1347216,-113.9496947,apartment,2100.0,2.0,2.0,920.0,0,0,0,0,12,0
325629,Calgary,Alberta,Auburn Bay,50.893144398406,-113.945586605682,apartment,1850.0,1.0,1.0,661.0,0,0,1,1,12,0
564626,Calgary,Alberta,140 - 380 Seton Villas SE,50.8653306,-113.9502655,townhouse,2250.0,2.0,2.5,904.0,0,0,1,1,12,0
567672,Calgary,Alberta,442 Nolan Hill Boulevard Northwest,51.172601951815,-114.169942430689,townhouse,2450.0,2.0,2.5,1320.0,0,0,1,1,12,0
515791,Calgary,Alberta,9620 Assiniboine Road Southeast,50.9670987,-114.049394,house,4000.0,3.0,1.5,1165.0,1,0,0,1,3,0
398980,Calgary,Alberta,Arbour Lake,51.1330937,-114.2203204,house,2000.0,2.0,1.0,1666.0,0,0,0,0,12,0
566695,Calgary,Alberta,21 Lucas Heights Northwest,51.1861821,-114.0779735,basement,1500.0,1.0,1.0,981.0,0,0,0,0,12,0
493237,Calgary,Alberta,7830 Hunterview Drive Northwest,51.1234046,-114.0850513,house,1990.0,3.0,1.5,1182.0,0,0,0,0,12,0
531235,Calgary,Alberta,Belmont,50.872038054501,-114.065652865112,house,2750.0,3.0,2.5,1400.0,0,0,1,1,12,0
567353,Calgary,Alberta,Glacier Ridge,51.1849959,-114.17328,house,2550.0,3.0,2.5,1500.0,0,0,1,0,12,0
536969,Calgary,Alberta,Seton Row SE,50.8643175,-113.9479771,house,2695.0,3.0,2.5,1800.0,0,0,0,1,12,0
350482,Calgary,Alberta,Cliff Bungalow,51.0358284,-114.072638,apartment,2100.0,2.0,2.0,1735.0,0,0,1,1,12,0
355713,Calgary,Alberta,2619 17A St SW,51.0306332,-114.1038036,apartment,1325.0,0.0,1.0,397.0,0,0,1,1,12,0
520668,Calgary,Alberta,2034 6 Street Northeast,51.070539,-114.048084,basement,1800.0,2.0,1.0,809.0,0,0,0,1,12,0
292418,Calgary,Alberta,121 29 ave nw calgary,51.0785768,-114.0639597,townhouse,2450.0,3.0,2.0,1300.0,0,0,1,1,12,0
50229,Calgary,Alberta,72 COSTA MESA CLOSE,51.085952274446,-113.933349361377,house,3200.0,5.0,2.0,1065.0,0,0,0,0,12,0
459602,Calgary,Alberta,531 19 Avenue Southwest,51.036249011077,-114.072547054492,apartment,1625.0,1.0,1.0,700.0,1,0,0,0,6,0
567551,Calgary,Alberta,87 Coville Circle Northeast,51.1723365,-114.0411065,house,2500.0,3.0,2.0,1100.0,0,0,0,0,12,0
568790,Calgary,Alberta,Seton,50.8702808,-113.9440931,basement,1600.0,2.0,1.0,650.0,1,0,0,0,12,0
411915,Calgary,Alberta,222 Riverfront Avenue Southwest,51.0524308,-114.0668026,apartment,2400.0,1.0,1.0,549.0,1,0,0,0,12,0
351053,Calgary,Alberta,256 Kincora Glen Rise Northwest,51.1642127,-114.1402282,house,2850.0,3.0,2.5,1930.0,0,0,0,0,12,0
481846,Calgary,Alberta,515 23 Avenue SW,51.0322881,-114.0727083,apartment,1650.0,1.0,1.0,587.0,0,0,1,0,12,0
96663,Calgary,Alberta,30 Richard Court SW,51.0075442,-114.1324368,apartment,1740.0,1.0,1.0,624.0,0,0,0,0,12,0
436021,Calgary,Alberta,315 Heritage Drive SE,50.9793329,-114.064209,apartment,1400.0,1.0,1.0,900.0,2,0,0,0,12,0
567826,Calgary,Alberta,3236 New Brighton Gardens Southeast,50.9140877,-113.9527268,townhouse,2300.0,2.0,3.0,1109.0,0,0,0,0,12,0
568266,Calgary,Alberta,681 Savanna Boulevard Northeast,51.1347216,-113.9496947,apartment,2250.0,2.0,2.0,1100.0,0,0,0,0,12,0
63630,Calgary,Alberta,411 Huntsville Crescent NW,51.1145161,-114.0688325,duplex,1800.0,3.0,1.0,1000.0,0,0,0,0,12,0
48025,Calgary,Alberta,92 saddletree court,51.1295556,-113.9540149,apartment,2400.0,2.0,2.0,1000.0,0,0,1,1,12,0
40508,Calgary,Alberta,1920 14th Ave NE,51.065969,-114.014869,apartment,1950.0,2.0,2.0,860.0,0,0,0,0,12,0
559660,Calgary,Alberta,505 4 Street Southeast,51.0478893,-114.0532344,apartment,2995.0,2.0,2.0,1183.0,0,0,1,1,12,0
553846,Calgary,Alberta,Livingston,51.1900394,-114.0525025,basement,1500.0,2.0,2.0,650.0,0,2,0,0,12,0
90623,Calgary,Alberta,1103 44th Street SE,51.0438941,-113.9704775,townhouse,1850.0,2.0,1.5,1000.0,0,0,0,0,12,0
565152,Calgary,Alberta,34 Dieppe Lane SW,51.0179738,-114.1251256,townhouse,3495.0,4.0,2.5,1416.0,0,0,0,0,12,0
557813,Calgary,Alberta,965 Legacy Circle Southeast,50.8560795,-113.9981909,basement,1600.0,1.0,1.0,586.0,0,0,0,0,12,0
346291,Calgary,Alberta,3125 39 Street NW,51.0809766,-114.1448983,townhouse,2600.0,2.0,2.5,1279.0,1,0,0,0,3,0
542093,Calgary,Alberta,121 24 Avenue Southwest,51.0311141,-114.0654671,apartment,1800.0,1.0,1.0,598.0,0,0,1,1,12,0
523618,Calgary,Alberta,95 Arbour Lake Heights Northwest,51.131913,-114.2126996,basement,1500.0,2.0,1.0,625.0,0,0,0,0,12,0
546221,Calgary,Alberta,Belmont Drive SW,50.868805,-114.0656089,house,2335.0,3.0,2.5,1600.0,0,0,0,0,12,0
568544,Calgary,Alberta,Cornerstone,51.1534536,-113.933038,townhouse,3400.0,4.0,3.0,1800.0,1,0,0,0,3,0
568665,Calgary,Alberta,Belmont Drive SW,50.8688049,-114.0656072,house,2285.0,3.0,2.5,1485.0,0,0,0,0,12,0
407705,Calgary,Alberta,109 Village Heights Southwest,51.0576065,-114.1689591,apartment,2400.0,2.0,2.0,900.0,0,0,1,1,12,0
478863,Calgary,Alberta,Midnapore,50.9079266,-114.0479897,basement,1500.0,2.0,1.0,915.0,0,0,1,0,12,0
544332,Calgary,Alberta,Brentwood,51.090981,-114.1344649,apartment,875.0,3.0,1.5,1150.0,1,0,0,0,12,0
567913,Calgary,Alberta,3340 41 Street Southwest,51.0240598,-114.1464426,house,2200.0,3.0,1.5,1400.0,0,0,0,0,12,0
498953,Calgary,Alberta,101 Panora RD NW,51.175834729306,-114.094869683207,house,2495.0,4.0,2.5,2200.0,0,0,1,1,12,0
568780,Calgary,Alberta,88 9 Street  NE,51.0520916,-114.0395075,apartment,2400.0,2.0,2.0,668.0,0,0,0,0,12,0
85360,Calgary,Alberta,Garrison Woods,51.018188461942,-114.113794746033,house,6000.0,5.0,3.5,2150.0,0,0,0,0,12,0
126864,Calgary,Alberta,1122 3 Street Southeast,51.0418015,-114.0555208,apartment,2100.0,1.0,1.0,644.0,0,0,1,0,12,0
568112,Calgary,Alberta,11 Royal Birch Street Northwest,51.1443109,-114.2198686,basement,1400.0,1.0,1.0,550.0,0,0,0,0,12,0
567197,Calgary,Alberta,Sherwood,51.1613579,-114.1496958,townhouse,2500.0,3.0,2.5,1406.0,0,0,0,0,12,0
559473,Calgary,Alberta,Alpine Park,50.919531936513,-114.141602138623,basement,2000.0,2.0,1.0,1000.0,0,0,0,0,12,0
568558,Calgary,Alberta,173 Haskayne Drive Northwest,51.1093163,-114.2749653,basement,1500.0,1.0,1.0,662.0,0,0,0,0,12,0
451430,Calgary,Alberta,4907 Dalham Crescent Northwest,51.107177454942,-114.158539115345,basement,1500.0,2.0,1.0,500.0,0,0,1,0,12,0
488892,Calgary,Alberta,59 West Coach Manor Southwest,51.065122664644,-114.216352836304,apartment,2500.0,2.0,3.0,1179.0,0,0,0,0,12,0
568430,Calgary,Alberta,Aquila Way NW,51.1845739,-114.1717166,basement,1700.0,2.0,1.0,600.0,0,0,0,0,12,0
553609,Calgary,Alberta,Mahogany Blvd SE,50.9019672,-113.9242496,house,2550.0,3.0,2.5,1682.0,0,0,1,1,12,0
565712,Calgary,Alberta,Kincora,51.1558207,-114.1345751,basement,1500.0,1.0,1.0,1250.0,0,0,0,0,12,0
568631,Calgary,Alberta,63 Inglewood Park SE,51.0385614,-114.0165703,apartment,2200.0,1.0,1.0,772.0,0,0,1,1,12,0
291551,Calgary,Alberta,1111 10 St SW,51.0423275,-114.0866178,apartment,2300.0,2.0,2.0,899.0,0,0,0,1,12,0
7630,Calgary,Alberta,110 24 Ave SW,51.031564,-114.064759,apartment,1550.0,1.0,1.0,600.0,0,0,0,0,6,0
314900,Calgary,Alberta,120 18 Ave SW,51.037263,-114.064799,apartment,2200.0,1.0,1.0,735.0,0,0,1,1,12,0
527624,Calgary,Alberta,Albert Park,51.0439876,-114.0010732,apartment,600.0,3.0,2.0,1200.0,1,2,0,0,6,0
568575,Calgary,Alberta,Belmont Drive SW,50.8688049,-114.0656072,basement,1485.0,1.0,1.0,750.0,0,0,0,0,12,0
67129,Calgary,Alberta,2021 28 AVE NW,51.0789658,-114.1139276,apartment,1200.0,0.0,1.0,470.0,0,0,0,0,12,0
567343,Calgary,Alberta,681 Savanna Boulevard Northeast,51.1347934,-113.9497081,apartment,2150.0,2.0,2.0,980.0,0,0,0,0,12,0
566315,Calgary,Alberta,390 Spring Creek Circle Southwest,51.031643,-114.2086191,basement,2000.0,2.0,1.0,899.0,0,0,0,0,12,0
567529,Calgary,Alberta,60 Panatella Street Northwest,51.1649833,-114.0909521,apartment,2100.0,2.0,2.0,840.0,0,0,0,0,12,0
110282,Calgary,Alberta,1004 16A ST NE,51.0607863,-114.0203841,house,1900.0,3.0,1.0,1130.0,0,0,0,0,12,0
568117,Calgary,Alberta,Chaparral,50.8878899,-114.0143663,basement,1500.0,1.0,1.0,979.0,2,0,0,0,12,0
