rentfaster_id,city,province,address,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,furnishing,smoking,cats,dogs,location_freq,price_sq_ft,availability_days
533423,Calgary,Alberta,2516 17 St SW,51.0318633,-114.1015465,12,apartment,1995.0,2.0,1.0,853.0,False,False,True,False,3731.0,2.34,30
302085,Calgary,Alberta,10 Brentwood Common NW,51.0870733,-114.1280856,12,apartment,2390.0,2.0,2.0,800.0,True,False,False,False,3731.0,2.99,30
571722,Calgary,Alberta,33 Setonstone Green Southeast,50.8686871,-113.9457758,12,basement,1550.0,2.0,1.0,700.0,False,False,False,False,3731.0,2.21,30
572510,Calgary,Alberta,406 Blackthorn Road Northeast,51.1090348,-114.0578999,12,townhouse,2200.0,3.0,1.5,1100.0,False,False,True,True,3731.0,2.0,30
365511,Calgary,Alberta,73 Skyview Point Crescent NE,51.16459838843,-113.9548308381,12,apartment,1611.0,1.0,1.0,882.0,False,False,False,True,3731.0,1.83,30
126545,Calgary,Alberta,Banff Trail,51.07681,-114.11116,12,basement,1550.0,2.0,1.0,1200.0,False,False,False,False,3731.0,1.29,30
572202,Calgary,Alberta,Coventry Hills,51.1644002,-114.0570281,6,house,1825.0,2.0,1.0,925.0,False,False,True,False,3731.0,1.97,30
23640,Calgary,Alberta,418 - 19 Ave. N.E.,51.0697322,-114.0550789,12,house,1695.0,3.0,1.0,882.0,False,False,False,False,3731.0,1.92,30
572440,Calgary,Alberta,130 12 Avenue Northwest,51.0635517,-114.0643463,12,apartment,1975.0,2.0,1.5,1032.0,False,False,False,False,3731.0,1.91,30
533128,Calgary,Alberta,Glenbrook,51.026271,-114.141536,12,house,1800.0,3.0,1.0,1900.0,False,False,False,True,3731.0,0.95,30
59378,Calgary,Alberta,624 - 1 Avenue NW,51.05852,-114.07705,12,apartment,1595.0,1.0,1.0,950.0,False,False,False,False,3731.0,1.68,30
488553,Calgary,Alberta,937 Arbour Lake Road Northwest,51.1339002,-114.2151244,12,house,2750.0,3.0,2.5,1547.0,False,False,False,False,3731.0,1.78,30
497981,Calgary,Alberta,Greenview,51.0939608,-114.0568809,6,basement,1550.0,1.0,1.0,800.0,True,False,False,False,3731.0,1.94,30
557684,Calgary,Alberta,447 Livingston Way Northeast,51.1868265,-114.0500598,12,townhouse,2500.0,3.0,2.5,1253.0,False,False,True,True,3731.0,2.0,30
572490,Calgary,Alberta,Livingston,51.189669191602,-114.0518959,12,basement,1600.0,2.0,2.0,650.0,False,False,False,False,3731.0,2.46,30
570182,Calgary,Alberta,76 Dovercrest Way Southeast,51.0173574,-113.993364,12,house,1900.0,3.0,1.0,882.0,False,False,False,False,3731.0,2.15,30
139573,Calgary,Alberta,1115 9 St SW,51.0422674,-114.0845042,12,apartment,2635.0,2.0,2.0,1150.0,False,False,True,True,3731.0,2.29,30
519837,Calgary,Alberta,207 25 Avenue Southwest,51.0302863,-114.0670743,12,apartment,1800.0,1.0,1.0,600.0,False,False,False,False,3731.0,3.0,30
548103,Calgary,Alberta,Riverbend,50.9696125,-114.0162058,3,basement,1750.0,1.0,1.0,700.0,True,False,False,False,3731.0,2.5,30
571733,Calgary,Alberta,421 31 Avenue Northwest,51.0803456,-114.0687305,12,apartment,2400.0,2.0,2.0,1000.0,False,False,True,True,3731.0,2.4,30
572519,Calgary,Alberta,Millrise,50.9169407,-114.0852336,6,apartment,750.0,1.0,1.0,882.0,True,False,False,False,3731.0,0.85,30
457150,Calgary,Alberta,1114 120 Yorkville Park SW,50.871017001853,-114.07232036508,12,apartment,1711.0,2.0,1.0,882.0,False,False,False,True,3731.0,1.94,30
487299,Calgary,Alberta,222 Riverfront Avenue Southwest,51.0524639,-114.0667871,12,apartment,4500.0,2.0,2.0,1100.0,True,False,False,False,3731.0,4.09,30
567202,Calgary,Alberta,215 Legacy Boulevard Southeast,50.8606093,-114.0224596,6,apartment,1100.0,1.0,1.0,882.0,True,False,False,False,3731.0,1.25,30
390670,Calgary,Alberta,55b Lynndale Road Southeast,50.9916185,-114.0077759,12,basement,1295.0,1.0,1.0,750.0,False,False,True,True,3731.0,1.73,30
520604,Calgary,Alberta,360 Harvest Hills Way NE,51.15329,-114.0422,12,apartment,2595.0,3.0,2.0,1383.0,False,False,False,False,3731.0,1.88,30
463751,Calgary,Alberta,114 Village Heights SW,51.057456,-114.167943,6,apartment,2550.0,2.0,2.5,1040.0,False,False,True,True,3731.0,2.45,30
508393,Calgary,Alberta,3123 49 Street Southwest,51.025852,-114.1585412,12,duplex,2200.0,3.0,2.0,1500.0,False,False,False,False,3731.0,1.47,30
129993,Calgary,Alberta,22 Auburn Bay Link,50.8844215,-113.9540159,12,apartment,2250.0,3.0,2.0,935.0,False,False,False,False,3731.0,2.41,30
572182,Calgary,Alberta,303 19th Ave SW,51.0359821,-114.0690371,12,apartment,2700.0,2.0,2.0,795.0,False,False,False,False,3731.0,3.4,30
467438,Calgary,Alberta,436 Thorndale Road Northwest,51.1039923,-114.0702287,12,basement,1720.0,2.0,1.0,1000.0,False,False,False,False,3731.0,1.72,30
572509,Calgary,Alberta,930 16 Avenue Southwest,51.0382326,-114.0836706,12,apartment,2100.0,1.0,1.0,650.0,False,False,False,False,3731.0,3.23,30
492492,Calgary,Alberta,210 19 Street Northwest,51.0537973,-114.1052221,3,house,2000.0,2.0,1.0,882.0,False,False,True,True,3731.0,2.27,30
402342,Calgary,Alberta,1500 7 St SW,51.0387688,-114.0790789,12,apartment,3000.0,2.0,2.0,805.0,False,False,True,True,3731.0,3.73,30
289896,Calgary,Alberta,Hanson Ranch,51.1608575,-114.1019114,12,basement,1650.0,2.0,1.0,1150.0,False,False,True,True,3731.0,1.43,30
317599,Calgary,Alberta,890 226 Avenue SE,50.849812190887,-114.028601098975,12,house,3900.0,4.0,2.5,882.0,False,False,True,True,3731.0,4.42,30
91688,Calgary,Alberta,26 Val Gardena View SW,51.0325436,-114.213086,12,apartment,1800.0,1.0,1.0,700.0,False,False,False,False,3731.0,2.57,30
457318,Calgary,Alberta,904 Evansridge Common Northwest,51.172495,-114.1205668,12,apartment,2200.0,2.0,2.0,1090.0,False,False,False,False,3731.0,2.02,30
571193,Calgary,Alberta,37 Everwillow Park Southwest,50.916934,-114.101176,12,house,3250.0,4.0,3.5,2347.0,False,False,False,False,3731.0,1.38,30
497369,Calgary,Alberta,1840 39 Street Southeast,51.0364672,-113.9768541,12,house,1650.0,2.0,1.0,882.0,False,False,True,True,3731.0,1.87,30
572438,Calgary,Alberta,336 Corner Meadows Manor Northeast,51.1510648,-113.9316219,12,basement,1500.0,2.0,1.0,882.0,False,False,False,False,3731.0,1.7,30
491601,Calgary,Alberta,11268 6 Street Southwest,50.9516285,-114.078679,12,townhouse,1850.0,2.0,1.0,990.0,False,False,False,False,3731.0,1.87,30
523769,Calgary,Alberta,Kingsland,50.9906854,-114.0756205,12,basement,1850.0,2.0,1.0,770.0,False,False,True,False,3731.0,2.4,30
58929,Calgary,Alberta,5809 Dalcastle Cres.,51.1169043,-114.1652362,12,house,2900.0,4.0,2.5,1200.0,False,False,True,True,3731.0,2.42,30
95262,Calgary,Alberta,Panorama Hills,51.1685026,-114.0979563,12,house,2575.0,3.0,2.5,1980.0,False,False,False,False,3731.0,1.3,30
571603,Calgary,Alberta,Ogden,50.985120227739,-113.99863209043,12,house,1725.0,2.0,1.0,900.0,False,False,True,False,3731.0,1.92,30
131607,Calgary,Alberta,88 SUNLAKE GDNS SE,50.896183,-114.039886,12,townhouse,2750.0,4.0,3.5,1800.0,False,False,True,True,3731.0,1.53,30
431726,Calgary,Alberta,Copperfield Cove southeast,50.9129898,-113.9406215,12,townhouse,2400.0,2.0,1.5,882.0,False,False,False,False,3731.0,2.72,30
477696,Calgary,Alberta,9940 Fairmount Dr SE,50.962396,-114.058199,12,apartment,1849.0,2.0,1.0,870.0,False,False,False,False,3731.0,2.13,61
529759,Calgary,Alberta,Altadore,51.0229386,-114.1021679,12,townhouse,3100.0,2.0,2.5,1850.0,False,False,True,False,3731.0,1.68,30
539961,Calgary,Alberta,1512 35 Street Southeast,51.04035284704,-113.982945377588,12,duplex,2400.0,3.0,2.5,1700.0,False,False,False,False,3731.0,1.41,30
572380,Calgary,Alberta,121 Edith Way Northwest,51.1872899,-114.1661583,12,house,2400.0,4.0,2.0,882.0,False,False,False,False,3731.0,2.72,30
572086,Calgary,Alberta,103 Tarington Way Northeast,51.1159916,-113.9261092,12,basement,1650.0,2.0,1.0,900.0,False,False,False,False,3731.0,1.83,30
567446,Calgary,Alberta,276 Legacy Circle Southeast,50.8546083,-114.0128957,12,duplex,2750.0,3.0,2.5,1393.0,False,False,False,False,3731.0,1.97,30
570520,Calgary,Alberta,804 3 Ave SW,51.050999949544,-114.079303816189,12,apartment,2500.0,2.0,2.0,1050.0,False,False,False,False,3731.0,2.38,30
487155,Calgary,Alberta,1835 39 Street Southeast,51.0365829,-113.9775151,12,house,1875.0,2.0,1.0,1000.0,False,False,True,True,3731.0,1.88,30
68754,Calgary,Alberta,Charleswood,51.0830632,-114.1189951,12,apartment,690.0,1.0,1.0,882.0,True,False,False,False,3731.0,0.78,30
570784,Calgary,Alberta,111 Tarawood Lane Northeast,51.1220478,-113.9430958,12,townhouse,2450.0,3.0,2.5,1175.0,False,False,True,True,3731.0,2.09,30
567469,Calgary,Alberta,268 Legacy Circle Southeast,50.8546869,-114.0131406,12,duplex,2650.0,3.0,2.5,1237.0,False,False,False,False,3731.0,2.14,30
572297,Calgary,Alberta,112 14 Avenue Southeast,51.0396987,-114.0626091,6,other,250.0,2.0,1.0,882.0,False,False,False,False,3731.0,0.28,30
123164,Calgary,Alberta,Varsity,51.08818,-114.14726,12,house,2850.0,4.0,2.5,2000.0,False,False,False,True,3731.0,1.42,30
529235,Calgary,Alberta,1916 32 St SW,51.0372419,-114.1338084,12,townhouse,4000.0,3.0,2.5,2400.0,True,False,False,False,3731.0,1.67,30
446410,Calgary,Alberta,804 3rd Ave. S.W.,51.0510641,-114.0794273,12,apartment,2900.0,2.0,2.0,1200.0,True,False,True,True,3731.0,2.42,30
338214,Calgary,Alberta,Panorama Hills,51.1697871,-114.0849945,12,apartment,790.0,1.0,1.5,140.0,True,False,False,False,3731.0,5.64,30
137419,Calgary,Alberta,127 11 Ave NW,51.0622433,-114.0641954,12,apartment,1595.0,1.0,1.0,600.0,False,False,False,False,3731.0,2.66,30
381491,Calgary,Alberta,312 Silverado Dr SW,50.880064,-114.078183,12,house,2200.0,2.0,2.0,1200.0,False,False,True,True,3731.0,1.83,30
572387,Calgary,Alberta,72 Panamount Terrace Northwest,51.15608,-114.09187,12,house,3450.0,5.0,3.5,2800.0,False,False,False,False,3731.0,1.23,30
572409,Calgary,Alberta,Royal Oak,51.143885536865,-114.215685726953,12,house,3300.0,3.0,2.5,2146.44,False,False,False,False,3731.0,1.54,30
571736,Calgary,Alberta,626 14 Ave SW,51.0398704,-114.076018,12,apartment,2095.0,1.0,1.0,555.0,True,False,False,False,3731.0,3.77,19
51718,Calgary,Alberta,735 56 Ave SW,51.003163,-114.0809659,12,apartment,2200.0,2.0,2.0,904.0,False,False,False,False,3731.0,2.43,30
426843,Calgary,Alberta,Southwood,50.964855114439,-114.088650326215,6,basement,1350.0,1.0,1.0,900.0,False,False,False,False,3731.0,1.5,30
572395,Calgary,Alberta,342 Panamount Boulevard Northwest,51.1586887,-114.0789686,6,basement,1995.0,2.0,1.0,970.0,False,False,False,False,3731.0,2.06,30
489964,Calgary,Alberta,1727 54 St SE,51.0383598,-113.9558853,12,apartment,1350.0,0.0,1.0,550.0,False,False,False,False,3731.0,2.45,30
134405,Calgary,Alberta,140 Redstone View NE,51.1716168,-113.935855,12,townhouse,1995.0,2.0,2.5,1214.0,False,False,False,False,3731.0,1.64,30
570354,Calgary,Alberta,996 Abbotsford Drive Northeast,51.062031,-113.9266024,12,other,400.0,2.0,1.0,882.0,False,False,False,False,3731.0,0.45,30
567444,Calgary,Alberta,280 Legacy Circle Southeast,50.85465,-114.01261,12,basement,1450.0,1.0,1.0,882.0,False,False,False,False,3731.0,1.64,30
505668,Calgary,Alberta,8604 48 Ave NW,51.0963351,-114.2114743,12,apartment,1700.0,1.0,1.0,764.0,False,False,True,True,3731.0,2.23,30
389947,Calgary,Alberta,Thorncliffe,51.109024163477,-114.055204837928,6,apartment,780.0,4.0,3.0,1050.0,True,False,False,False,3731.0,0.74,30
527430,Calgary,Alberta,"79 Cranford Gdns, Calgary, AB T3M, Canada",50.8770805,-113.9680592,12,basement,1350.0,1.0,1.0,900.0,False,False,False,False,3731.0,1.5,30
532634,Calgary,Alberta,60 Woodview Court Southwest,50.9422855,-114.1156825,12,house,3300.0,4.0,2.5,1774.0,False,False,True,True,3731.0,1.86,30
347453,Calgary,Alberta,4827 48 Street Northwest,51.094112122602,-114.157620884656,6,apartment,850.0,1.0,1.0,882.0,True,False,False,False,3731.0,0.96,30
95417,Calgary,Alberta,149 Cougar Plateau Mews SW,51.0693098,-114.2064537,12,house,3000.0,3.0,2.5,882.0,False,False,False,False,3731.0,3.4,30
572358,Calgary,Alberta,Lake Bonavista,50.934519,-114.0423405,6,house,5200.0,4.0,3.0,2287.0,True,False,False,False,3731.0,2.27,30
31091,Calgary,Alberta,228 McKenzie Towne Lane,50.9153955,-113.9630574,12,townhouse,2000.0,2.0,2.0,1100.0,False,False,False,False,3731.0,1.82,30
371862,Calgary,Alberta,1935 Broadview Road Northwest,51.0500153,-114.1051044,12,house,2400.0,4.0,2.0,882.0,False,False,True,True,3731.0,2.72,30
486013,Calgary,Alberta,2705 15 Avenue Southeast,51.0393738,-113.9976284,12,house,3500.0,4.0,4.0,2600.0,False,False,True,True,3731.0,1.35,30
572265,Calgary,Alberta,Highwood,51.0918181,-114.0757603,12,basement,1250.0,1.0,1.0,600.0,False,False,False,False,3731.0,2.08,30
354379,Calgary,Alberta,4740 Dalton Drive Northwest,51.1040243,-114.1547992,12,townhouse,2400.0,2.0,1.0,1250.0,False,False,True,False,3731.0,1.92,30
66889,Calgary,Alberta,Sundance,50.901449728196,-114.025661558075,12,house,3499.0,5.0,3.5,2450.0,False,False,False,False,3731.0,1.43,30
572338,Calgary,Alberta,50 Carringwood Street Northwest,51.188593,-114.0929534,12,basement,1475.0,1.0,1.0,800.0,False,False,False,False,3731.0,1.84,30
548753,Calgary,Alberta,132 Scenic Cove Circle Northwest,51.1200047,-114.2047894,6,apartment,750.0,5.0,2.5,2152.0,True,False,False,False,3731.0,0.35,30
510343,Calgary,Alberta,9287 14 Ave Sw,51.0449905,-114.2195704,12,house,3300.0,4.0,3.5,2500.0,False,False,False,False,3731.0,1.32,30
572244,Calgary,Alberta,519 23 Avenue Northeast,51.0731494,-114.0513579,12,basement,2350.0,2.0,1.0,1000.0,False,False,False,True,3731.0,2.35,30
398405,Calgary,Alberta,Country Hills,51.1363143,-114.1133448,12,house,2200.0,3.0,2.0,1700.0,False,False,False,True,3731.0,1.29,30
572020,Calgary,Alberta,717 4A Street Northeast,51.0579254,-114.0522489,12,apartment,1350.0,2.0,2.0,1400.0,False,False,True,True,3731.0,0.96,30
570058,Calgary,Alberta,3106 39 Street Southwest,51.026688,-114.143635,12,house,2050.0,2.0,1.0,850.0,False,False,False,False,3731.0,2.41,30
321000,Calgary,Alberta,Brentwood,51.0917587,-114.129952,12,apartment,850.0,1.0,1.0,882.0,True,False,False,False,3731.0,0.96,30
571481,Calgary,Alberta,53 Edith Crescent Northwest,51.1878163,-114.1650612,12,house,3200.0,5.0,3.0,2300.0,False,False,False,True,3731.0,1.39,30
567172,Calgary,Alberta,955 McPherson Road Northeast,51.0498963,-114.041216,12,apartment,1795.0,1.0,1.0,882.0,False,False,False,True,3731.0,2.04,30
481811,Calgary,Alberta,Mahogany,50.89056,-113.90696,12,basement,1550.0,2.0,1.0,882.0,False,False,True,True,3731.0,1.76,30
572216,Calgary,Alberta,Coventry Hills,51.1700227,-114.0664063,12,duplex,2200.0,3.0,1.5,882.0,False,False,True,True,3731.0,2.49,30
451310,Calgary,Alberta,4740 Dalton Drive NW,51.1040389,-114.1548054,12,townhouse,2000.0,3.0,1.0,928.0,False,False,True,True,3731.0,2.16,30
567479,Calgary,Alberta,268 Legacy Circle Southeast,50.8546869,-114.0131406,12,basement,1450.0,1.0,1.0,882.0,False,False,False,False,3731.0,1.64,30
569808,Calgary,Alberta,89 Citadel Close Northwest,51.1424457,-114.1689543,12,house,3000.0,4.0,3.5,2235.0,False,False,False,False,3731.0,1.34,30
570708,Calgary,Alberta,Rutland Park,51.0225637,-114.137311,6,house,4000.0,5.0,2.0,2300.0,False,False,False,False,3731.0,1.74,30
488814,Calgary,Alberta,5407 Ladbrooke Drive Southwest,51.00524,-114.1357521,6,house,3500.0,3.0,2.0,1139.0,False,False,True,True,3731.0,3.07,30
372584,Calgary,Alberta,2505 17 Avenue Southwest,51.0375917,-114.1182825,12,apartment,2800.0,2.0,2.0,1186.0,False,False,False,False,3731.0,2.36,30
480890,Calgary,Alberta,Highwood,51.0950374,-114.0765412,12,house,2550.0,2.0,1.0,882.0,False,False,True,True,3731.0,2.89,30
572305,Calgary,Alberta,1808 18 Street Southwest,51.0374876,-114.1039467,12,apartment,2000.0,2.0,1.0,700.0,False,False,True,True,3731.0,2.86,30
536683,Calgary,Alberta,200 Seton Circle Southeast,50.8705508,-113.9569022,12,apartment,2150.0,2.0,2.0,750.0,False,False,True,True,3731.0,2.87,30
500243,Calgary,Alberta,6400 Coach Hill Road SW,51.057930470723,-114.179909479508,12,apartment,2000.0,2.0,1.0,860.0,False,False,True,True,3731.0,2.33,30
572292,Calgary,Alberta,1228 24 Street Northwest,51.063396953105,-114.117546373016,12,house,3500.0,3.0,2.0,1150.0,False,False,False,False,3731.0,3.04,30
568472,Calgary,Alberta,Briar Hill,51.061405549883,-114.11377738623,12,basement,1650.0,2.0,1.0,882.0,False,False,False,False,3731.0,1.87,30
111538,Calgary,Alberta,825 12 Avenue Southwest,51.0398746,-114.0831214,12,apartment,1580.0,1.0,1.0,882.0,False,False,False,False,3731.0,1.79,30
526069,Calgary,Alberta,313 Scandia Bay Northwest,51.1134802,-114.2196642,12,house,3950.0,4.0,3.5,2530.0,False,False,False,False,3731.0,1.56,30
308444,Calgary,Alberta,721 2nd Ave NW,51.0574744,-114.0786027,12,apartment,1575.0,1.0,1.0,550.0,False,False,False,False,3731.0,2.86,30
523763,Calgary,Alberta,Kingsland,50.9907768,-114.0753704,12,basement,1850.0,2.0,1.0,770.0,False,False,True,False,3731.0,2.4,30
395660,Calgary,Alberta,630 10 Street Northwest,51.0580388,-114.0855254,12,apartment,2595.0,2.0,2.0,882.0,False,False,False,False,3731.0,2.94,30
569520,Calgary,Alberta,1122 3 St SE,51.0418015,-114.0555208,12,apartment,2000.0,1.0,1.0,528.0,False,False,False,False,3731.0,3.79,30
121753,Calgary,Alberta,412 Hawkstone Dr NW,51.1355343,-114.1798445,12,house,2900.0,3.0,2.5,1862.0,False,False,False,False,3731.0,1.56,30
445989,Calgary,Alberta,27a Tamarac Crescent Southwest,51.0466608,-114.1379118,12,house,4500.0,4.0,4.0,2200.0,False,False,True,True,3731.0,2.05,30
572157,Calgary,Alberta,60 Hidden Vale Close Northwest,51.1448607,-114.1064688,12,house,2900.0,5.0,3.0,1290.0,False,False,True,True,3731.0,2.25,30
567888,Calgary,Alberta,46 Mahogany Passage Southeast,50.890346306452,-113.938808611639,12,house,4000.0,4.0,3.5,3200.0,False,False,False,False,3731.0,1.25,30
571154,Calgary,Alberta,1142 43 Street Southwest,51.0418177,-114.1494284,12,house,2050.0,2.0,1.0,1000.0,False,False,True,True,3731.0,2.05,30
571951,Calgary,Alberta,Chaparral,50.8788268,-114.0415569,12,house,3900.0,3.0,3.5,2092.0,False,False,False,False,3731.0,1.86,30
571870,Calgary,Alberta,2833 15 Avenue Southeast,51.0393871,-113.9935829,12,house,1850.0,2.0,1.0,1000.0,False,False,True,False,3731.0,1.85,30
366685,Calgary,Alberta,1535 36 Street Southeast,51.0396366,-113.9819607,12,basement,1590.0,3.0,1.0,800.0,False,False,True,True,3731.0,1.99,30
547139,Calgary,Alberta,1040 19 Avenue Southeast,51.03638578698,-114.037423935582,12,house,2300.0,1.0,1.5,789.0,True,False,False,False,3731.0,2.92,30
82707,Calgary,Alberta,Auburn Bay,50.88528,-113.96389,3,townhouse,2400.0,2.0,2.5,1125.0,False,False,False,False,3731.0,2.13,30
559590,Calgary,Alberta,16320 24 Street Southwest,50.9064292,-114.1160906,12,apartment,1600.0,1.0,1.0,625.2,False,False,False,False,3731.0,2.56,30
570560,Calgary,Alberta,519 Riverfront Avenue,51.0476883,-114.0508723,12,apartment,2750.0,2.0,2.0,1000.0,False,False,False,False,3731.0,2.75,30
299338,Calgary,Alberta,1602 42 Street Southwest,51.0395331,-114.1481022,12,basement,1225.0,2.0,1.0,987.0,False,False,True,True,3731.0,1.24,30
572170,Calgary,Alberta,2117 81 Street Southwest,51.03498,-114.20531,12,townhouse,2500.0,2.0,2.0,882.0,False,False,True,True,3731.0,2.83,30
531174,Calgary,Alberta,3420 50 Street Northwest,51.0834294,-114.1589773,12,apartment,1850.0,2.0,1.0,830.0,False,False,False,False,3731.0,2.23,30
508450,Calgary,Alberta,Westgate,51.0445957,-114.1602725,12,apartment,895.0,1.0,1.0,882.0,False,False,False,False,3731.0,1.01,30
65694,Calgary,Alberta,6440 - 4 Street NW,51.110312137461,-114.069027900696,12,townhouse,2255.0,3.0,1.5,1000.0,False,False,False,False,3731.0,2.26,30
433518,Calgary,Alberta,1300 8 Avenue Southeast,51.0421593,-114.0330243,12,apartment,1317.0,1.0,1.0,527.75,False,False,False,False,3731.0,2.5,30
52092,Calgary,Alberta,1900 25A St SW,51.037641872275,-114.122096244983,12,apartment,2225.0,2.0,1.5,1100.0,False,False,False,False,3731.0,2.02,30
561864,Calgary,Alberta,Saddle Ridge,51.131872989739,-113.956886331152,12,townhouse,2350.0,3.0,3.0,1600.0,False,False,False,False,3731.0,1.47,30
572036,Calgary,Alberta,415 Tache Avenue Northwest,51.1078945,-114.0690681,12,house,2100.0,3.0,1.0,1060.0,False,False,False,False,3731.0,1.98,30
457413,Calgary,Alberta,Shawnee Slopes,50.924336,-114.0787453,12,basement,1375.0,2.0,1.0,748.0,False,False,False,False,3731.0,1.84,30
528877,Calgary,Alberta,Charlebois Drive Northwest,51.083361343237,-114.121575379793,12,apartment,800.0,5.0,2.0,882.0,True,False,False,False,3731.0,0.91,30
571663,Calgary,Alberta,Woodlands,50.9387471,-114.1166379,12,house,2300.0,2.0,1.0,1050.0,False,False,True,True,3731.0,2.19,30
571990,Calgary,Alberta,77 Spruce Place SW,51.0426342,-114.1367611,12,apartment,2700.0,2.0,2.0,1080.0,False,False,False,False,3731.0,2.5,30
544321,Calgary,Alberta,138 10 Avenue Northwest,51.0618133,-114.0647774,12,apartment,2350.0,2.0,2.0,1256.0,True,False,True,True,3731.0,1.87,30
526586,Calgary,Alberta,New Brighton,50.92723158997,-113.957280090877,12,townhouse,2250.0,3.0,2.5,882.0,False,False,True,True,3731.0,2.55,30
52803,Calgary,Alberta,1620 20th Ave NW,51.07049943635,-114.098630561377,12,basement,1500.0,1.0,1.0,800.0,False,False,True,False,3731.0,1.88,30
572178,Calgary,Alberta,60 Glacier Drive Southwest,51.0100219,-114.1454037,12,basement,1500.0,2.0,1.0,900.0,False,False,False,False,3731.0,1.67,30
410166,Calgary,Alberta,Mahogany,50.8922901,-113.9132031,12,house,3150.0,4.0,2.5,1800.0,True,False,True,True,3731.0,1.75,30
571766,Calgary,Alberta,5610 3 Street Southwest,51.0038465,-114.0699268,12,apartment,1300.0,1.0,1.0,875.0,False,False,True,True,3731.0,1.49,30
291810,Calgary,Alberta,1735 11 Ave SW,51.043134,-114.101102,12,apartment,2150.0,2.0,1.0,800.0,False,False,True,True,3731.0,2.69,30
571932,Calgary,Alberta,Whitehorn,51.0922987,-113.9602802,12,apartment,2200.0,2.0,2.0,890.0,False,False,False,False,3731.0,2.47,30
433057,Calgary,Alberta,South Calgary,51.029245,-114.100731,12,townhouse,3600.0,3.0,2.5,1810.0,False,False,True,True,3731.0,1.99,30
570638,Calgary,Alberta,47 Cityscape Row Northeast,51.15305,-113.96101,12,townhouse,1900.0,2.0,2.5,2514.0,False,False,True,True,3731.0,0.76,30
571282,Calgary,Alberta,235 9A Street Northwest,51.053714,-114.0846675,12,townhouse,3295.0,2.0,2.0,882.0,False,False,False,True,3731.0,3.74,30
572201,Calgary,Alberta,44 Wolf Creek Gardens Southeast,50.8742519,-114.0064371,12,basement,1650.0,2.0,1.0,650.0,False,False,False,False,3731.0,2.54,30
315728,Calgary,Alberta,205 Riverfront Ave SW,51.0521774,-114.0653412,12,apartment,2590.0,2.0,1.0,900.0,True,False,False,False,3731.0,2.88,30
571181,Calgary,Alberta,Downtown,51.0459954,-114.0497472,12,apartment,2640.0,2.0,2.0,904.0,False,False,True,True,3731.0,2.92,30
571899,Calgary,Alberta,804 - 118 Waterfront Court SW,51.0447331,-114.0718831,12,apartment,3200.0,2.0,2.0,900.0,False,False,False,False,3731.0,3.56,30
571974,Calgary,Alberta,727 Madeira Drive Northeast,51.0601551,-113.949006,12,house,3100.0,4.0,2.5,1168.0,False,False,True,False,3731.0,2.65,30
570363,Calgary,Alberta,Glenbrook,51.0263107,-114.1414705,12,basement,1500.0,3.0,1.0,1900.0,False,False,False,True,3731.0,0.79,30
527695,Calgary,Alberta,76B Magnolia Grove Southeast,50.8889033,-113.9106019,12,basement,1475.0,2.0,1.0,680.0,False,False,False,False,3731.0,2.17,30
572055,Calgary,Alberta,280 Hotchkiss Way SE,50.919217732087,-113.900500835474,12,house,2300.0,3.0,2.5,1497.0,False,False,False,False,3731.0,1.54,30
328029,Calgary,Alberta,1218 19 Street Northwest,51.062502,-114.105834,12,basement,1500.0,1.0,1.0,680.0,False,False,False,False,3731.0,2.21,30
559904,Calgary,Alberta,Rosscarrock,51.0469026,-114.1477577,12,apartment,1750.0,2.0,1.0,850.0,False,False,True,False,3731.0,2.06,30
410041,Calgary,Alberta,63 Inglewood Park Southeast,51.0388491,-114.0161165,6,apartment,1900.0,1.0,1.0,700.0,False,False,False,False,3731.0,2.71,30
305714,Calgary,Alberta,255 Pinemill Mews Northeast,51.072988,-113.950449,12,house,1900.0,3.0,1.0,1200.0,False,False,True,True,3731.0,1.58,30
326926,Calgary,Alberta,Auburn Bay,50.8952697,-113.9470819,12,apartment,2150.0,2.0,1.0,882.0,False,False,True,True,3731.0,2.44,30
572204,Calgary,Alberta,187 Taralake Way Northeast,51.1187325,-113.9296671,12,basement,1600.0,2.0,1.0,882.0,False,False,False,False,3731.0,1.81,30
98054,Calgary,Alberta,21 Royal Birch Landing NW,51.144813,-114.21891,12,basement,1200.0,1.0,1.0,882.0,False,False,False,False,3731.0,1.36,30
569759,Calgary,Alberta,8880 Horton Road SW,50.9746499,-114.07466,12,apartment,1700.0,1.0,1.0,702.0,False,False,False,False,3731.0,2.42,30
525929,Calgary,Alberta,8355 19 Avenue Southwest,51.0357032,-114.2091106,6,apartment,1899.0,1.0,1.0,551.0,False,False,True,True,3731.0,3.45,30
309930,Calgary,Alberta,10 Brentwood Common NW Calgary,51.0870733,-114.1280857,12,apartment,1850.0,2.0,1.0,882.0,False,False,False,False,3731.0,2.1,30
571450,Calgary,Alberta,Glenbrook,51.0272516,-114.1415924,6,apartment,850.0,1.0,1.0,882.0,True,False,False,False,3731.0,0.96,30
572257,Calgary,Alberta,1521 26 Avenue Southwest,51.0302847,-114.0960032,12,apartment,2150.0,2.0,1.0,600.0,False,False,True,True,3731.0,3.58,30
